iter	Logloss
305	0.4016526119
306	0.4012409522
307	0.400970493
308	0.4007666678
309	0.4005580607
310	0.400398107
311	0.4001886124
312	0.400020037
313	0.3999147488
314	0.3995834219
315	0.3994379517
316	0.3992438945
317	0.3990843208
318	0.3988008688
319	0.3986836798
320	0.3984366409
321	0.3982231417
322	0.3978584587
323	0.3976842052
324	0.397538477
325	0.3974140199
326	0.3972450538
327	0.3970665518
328	0.3967802269
329	0.3965661961
330	0.3964580399
331	0.3963114875
332	0.3960490287
333	0.3958634804
334	0.3957279607
335	0.3955614702
336	0.3953435866
337	0.3952356686
338	0.3950266113
339	0.3948992446
340	0.3946684103
341	0.3945200803
342	0.3942784386
343	0.3940901243
344	0.3938998424
345	0.3936717014
346	0.3934982833
347	0.3932790473
348	0.3931102091
349	0.392917835
350	0.3926653291
351	0.3924330823
352	0.3922664992
353	0.3920032614
354	0.3919110367
355	0.3916112345
356	0.391295723
357	0.3910775745
358	0.390744283
359	0.3906046519
360	0.3903457077
361	0.3900379118
362	0.3897412433
363	0.3896236562
364	0.3894729075
365	0.3893641381
366	0.3892002116
367	0.3888864597
368	0.3886966201
369	0.3884084001
370	0.3882471322
371	0.3879506159
372	0.387814813
373	0.3876569338
374	0.3875213435
375	0.3874193338
376	0.3872347566
377	0.386998372
378	0.3866959375
379	0.3865015495
380	0.386311342
381	0.386042002
382	0.3857773029
383	0.3854889656
384	0.3853203086
385	0.385111959
386	0.3848867409
387	0.3846643748
388	0.3844797204
389	0.3842355347
390	0.3840727819
391	0.3838252971
392	0.3835628838
393	0.3833472839
394	0.3832145036
395	0.3830429636
396	0.3827825898
397	0.382555042
398	0.3824374391
399	0.3820786256
400	0.3818799596
401	0.3817124958
402	0.3812428157
403	0.3811070843
404	0.3810330012
405	0.3805801124
406	0.3804055569
407	0.3802646621
408	0.3800616724
409	0.379929926
410	0.3797961677
411	0.3796232814
412	0.3793325328
413	0.379239329
414	0.3788275901
415	0.3786620685
416	0.378543849
417	0.3783737802
418	0.378042845
419	0.3778058365
420	0.3776375909
421	0.3773909562
422	0.3771653319
423	0.3768933095
424	0.3767135727
425	0.3765160288
426	0.3763578743
427	0.3762260609
428	0.3760393343
429	0.3759181198
430	0.3755398852
431	0.3753103791
432	0.3749076705
433	0.3747690929
434	0.3746862349
435	0.3743805972
436	0.3742297896
437	0.3741820324
438	0.3740853577
439	0.3737923681
440	0.373586935
441	0.373308219
442	0.3732508717
443	0.3730280118
444	0.3727477662
445	0.372554588
446	0.37242644
447	0.3722609361
448	0.3720706474
449	0.3718710715
450	0.3716294583
451	0.3712164544
452	0.3710674673
453	0.3707764032
454	0.3705749614
455	0.3703862188
456	0.3702343436
457	0.3699360688
458	0.3697434479
459	0.3695718007
460	0.369338804
461	0.369170863
462	0.3689938379
463	0.3687271168
464	0.3685325879
465	0.3681023525
466	0.3676399332
467	0.3672171075
468	0.3669442992
469	0.3667866204
470	0.3666776295
471	0.3665487738
472	0.3662773093
473	0.3659973188
474	0.3657487324
475	0.3655252235
476	0.3654073958
477	0.3652752205
478	0.3648240975
479	0.3645223736
480	0.3643372293
481	0.3641149375
482	0.3640317803
483	0.3638909882
484	0.3637838821
485	0.3636206832
486	0.3633021143
487	0.3630527476
488	0.3629404666
489	0.3628065397
490	0.3624266023
491	0.3620116068
492	0.3617781064
493	0.3615055261
494	0.3612676097
495	0.3611202818
496	0.3609451923
497	0.3607184836
498	0.3605137685
499	0.3604019885
500	0.3600978991
501	0.3599191771
502	0.3597293868
503	0.3595378853
504	0.3593948177
505	0.3590432821
506	0.3587978394
507	0.3585222635
508	0.3583845344
509	0.3581958557
510	0.357875191
511	0.3577133093
512	0.3575110751
513	0.3573239618
514	0.3569417781
515	0.3567541961
516	0.3566027472
517	0.3563603951
518	0.3561767864
519	0.3559004592
520	0.3557226916
521	0.3551981241
522	0.354921613
523	0.35476051
524	0.3546103185
525	0.354464174
526	0.3542066641
527	0.3539810275
528	0.3538365489
529	0.3536015592
530	0.3534072292
531	0.3529277371
532	0.3527710908
533	0.3525894239
534	0.3523254504
535	0.3521226394
536	0.3517239544
537	0.3515738069
538	0.3514064399
539	0.3512246984
540	0.3509308368
541	0.3507016921
542	0.3505660635
543	0.3503406351
544	0.3501394049
545	0.3498556159
546	0.3496923649
547	0.3494715675
548	0.3493051361
549	0.3491440521
550	0.3489222034
551	0.3487743602
552	0.3486422667
553	0.3484415808
554	0.3482920845
555	0.3481406775
556	0.347976788
557	0.3478737155
558	0.3477282969
559	0.3475578263
560	0.34709889
561	0.3469147178
562	0.3465142125
563	0.3463680364
564	0.3461430864
565	0.3457074805
566	0.3454115357
567	0.3452438592
568	0.3451411375
569	0.3449264552
570	0.34469006
571	0.3445087742
572	0.3442651432
573	0.3441087426
574	0.3436895449
575	0.3434245891
576	0.3432635867
577	0.343099249
578	0.3429292929
579	0.3425618659
580	0.3424468394
581	0.3422451912
582	0.3420718904
583	0.3417443943
584	0.3414972579
585	0.3413267621
586	0.3410078758
587	0.3408374621
588	0.3405645051
589	0.3403816631
590	0.3402483527
591	0.3400628979
592	0.3398781617
593	0.3397284867
594	0.3395067616
595	0.339281974
596	0.3391384899
597	0.3389913611
598	0.3388015569
599	0.3384925592
600	0.3383859528
601	0.3382155474
602	0.3380230801
603	0.3379073375
604	0.3376561032
605	0.3375243537
606	0.3373971707
607	0.3372374957
608	0.3370744904
609	0.3369066395
610	0.336783045
611	0.3366132896
612	0.3364398628
613	0.3362759327
614	0.3360578829
615	0.3359462933
616	0.3358359957
617	0.3357164067
618	0.3353595902
619	0.3352455655
620	0.3350220664
621	0.3349219489
622	0.334779006
623	0.3342170056
624	0.3341345994
625	0.3339760836
626	0.3338205388
627	0.3337261283
628	0.3335681995
629	0.3333231376
630	0.3331648071
631	0.3330423676
632	0.332912051
633	0.3327848207
634	0.3325956861
635	0.3324564851
636	0.3323120475
637	0.3321153538
638	0.3320178584
639	0.331816824
640	0.3316214315
641	0.3311244446
642	0.3308435937
643	0.3306840162
644	0.3305862913
645	0.3303598508
646	0.3301765991
647	0.3298781376
648	0.3295447577
649	0.3293907537
650	0.3293011065
651	0.3291592644
652	0.3290276394
653	0.3288948459
654	0.3287153809
655	0.3285324936
656	0.3283568261
657	0.3282283275
658	0.3280675355
659	0.3279821427
660	0.3277583284
661	0.3274984082
662	0.327251933
663	0.3271252791
664	0.3268849699
665	0.3267450769
666	0.3264946593
667	0.3263581923
668	0.3261377747
669	0.3260249015
670	0.3257938937
671	0.3255603444
672	0.325390916
673	0.3251163634
674	0.324981056
675	0.3247760661
676	0.3246455451
677	0.3245596411
678	0.3243975836
679	0.3242678535
680	0.3237810981
681	0.3234739818
682	0.3232603995
683	0.3230715368
684	0.3229412968
685	0.3226704121
686	0.3224788726
687	0.3223542382
688	0.3222522152
689	0.3220512747
690	0.3218965423
691	0.3217374009
692	0.3214891612
693	0.3213186811
694	0.3211373629
695	0.3209874953
696	0.3207826181
697	0.3204286675
698	0.320271019
699	0.3201083643
700	0.3200337428
701	0.319876913
702	0.3197186728
703	0.3194820586
704	0.319121335
705	0.3188388445
706	0.3186594703
707	0.3183699868
708	0.3181146201
709	0.3180093951
710	0.3179084635
711	0.3177752535
712	0.317461233
713	0.3173449283
714	0.3172453461
715	0.3171224159
716	0.317017651
717	0.3168689799
718	0.3166014522
719	0.316473305
720	0.3162836613
721	0.3160865108
722	0.3158414954
723	0.3157177002
724	0.3155985651
725	0.3154294279
726	0.3152400046
727	0.3151308017
728	0.3150261747
729	0.3148301606
730	0.3147415408
731	0.3144071805
732	0.3141540301
733	0.314015843
734	0.3137829244
735	0.3136289103
736	0.3135014238
737	0.3133292385
738	0.3131668654
739	0.3130451672
740	0.3128577157
741	0.3126808121
742	0.3124625258
743	0.3122802325
744	0.31202102
745	0.3118619879
746	0.3117010013
747	0.3115713187
748	0.3114558166
749	0.3113540865
750	0.3112378086
751	0.3110837712
752	0.3109148823
753	0.3108403444
754	0.3106873316
755	0.3105783483
756	0.3102121373
757	0.3101442956
758	0.3099604746
759	0.309843163
760	0.3096846371
761	0.309528647
762	0.3093088819
763	0.3091935557
764	0.3090187641
765	0.3087598628
766	0.3085854077
767	0.3084338935
768	0.3082583222
769	0.3080373215
770	0.307622819
771	0.3075120605
772	0.3074208984
773	0.307337376
774	0.3072434984
775	0.3069430587
776	0.306839114
777	0.3065982177
778	0.3064938733
779	0.3063354577
780	0.3061649785
781	0.3059017746
782	0.30565445
783	0.3055461146
784	0.3054558863
785	0.3051452618
786	0.3050698211
787	0.3047789244
788	0.3045957341
789	0.3044525341
790	0.3041990903
791	0.30405299
792	0.3038471024
793	0.3037247237
794	0.3035375501
795	0.3033636817
796	0.3032319935
797	0.303129126
798	0.3029039956
799	0.3027960638
800	0.3026279567
801	0.3024924024
802	0.3022158526
803	0.3020533624
804	0.3019667953
805	0.3017036079
806	0.3014589921
807	0.3012496068
808	0.3010860377
809	0.3009679282
810	0.3008769372
811	0.3007823517
812	0.3005717479
813	0.3004327919
814	0.3003128285
815	0.3001282134
816	0.2999866027
817	0.2995528418
818	0.2993292943
819	0.299238887
820	0.2989658418
821	0.2987184451
822	0.2985991421
823	0.2984183959
824	0.2982691269
825	0.2981890724
826	0.298090688
827	0.2978543844
828	0.2977110918
829	0.2976471631
830	0.2974473524
831	0.2972873853
832	0.2971177245
833	0.2970147923
834	0.2969373195
835	0.2966859159
836	0.2965881279
837	0.2963887477
838	0.2962767017
839	0.296202498
840	0.2960670253
841	0.295896132
842	0.295657092
843	0.2955394476
844	0.2954187216
845	0.2953099396
846	0.2952179735
847	0.2951223811
848	0.2950376238
849	0.2949201179
850	0.2947579595
851	0.2946026251
852	0.2945550471
853	0.2943842078
854	0.2942891271
855	0.2941181965
856	0.2940044912
857	0.2938452439
858	0.2937097922
859	0.2934857556
860	0.2933044332
861	0.293155471
862	0.293078092
863	0.2929014862
864	0.2928078927
865	0.2926852854
866	0.2924156878
867	0.2922063857
868	0.2919953591
869	0.2918693483
870	0.2917607569
871	0.2916457236
872	0.2914399085
873	0.2912465382
874	0.2910331746
875	0.2908250576
876	0.2907003475
877	0.2905526146
878	0.2903469278
879	0.2902390438
880	0.2900683791
881	0.2899137835
882	0.2897457239
883	0.2896504344
884	0.2894790067
885	0.2893986896
886	0.2892694104
887	0.2890193909
888	0.2889099423
889	0.28879869
890	0.2886743253
891	0.2885719067
892	0.2883720809
893	0.2882354577
894	0.2880901479
895	0.2879816161
896	0.2877907452
897	0.2877267011
898	0.2876311215
899	0.2875739227
900	0.287478059
901	0.2873954575
902	0.2873351499
903	0.2871398717
904	0.2870662827
905	0.2869133046
906	0.2868247925
907	0.2867161408
908	0.2865581404
909	0.286374672
910	0.286216107
911	0.2860257437
912	0.2859085108
913	0.2857850816
914	0.2856096287
915	0.2854907416
916	0.2853867183
917	0.2851587363
918	0.2847959854
919	0.2847103799
920	0.2845179672
921	0.2842574991
922	0.284125851
923	0.2840481109
924	0.2839863618
925	0.2838055071
926	0.2837164767
927	0.2836533018
928	0.2835970321
929	0.2834211422
930	0.2833098183
931	0.2831481038
932	0.2829985076
933	0.282855125
934	0.2827135082
935	0.282637862
936	0.282470401
937	0.2823271716
938	0.2821230628
939	0.28201463
940	0.2818595285
941	0.2817399026
942	0.2816301749
943	0.2815581098
944	0.2814739337
945	0.2813729749
946	0.281204211
947	0.2811325316
948	0.2809840225
949	0.2808543527
950	0.2807318173
951	0.280570836
952	0.2803377521
953	0.2802470081
954	0.2801226286
955	0.2799736586
956	0.2797959229
957	0.2796818986
958	0.2795627699
959	0.2795107507
960	0.2794140984
961	0.2792389008
962	0.2791802498
963	0.2790488359
964	0.2789840522
965	0.2788380253
966	0.278741339
967	0.2785669451
968	0.2783883563
969	0.278226076
970	0.2781327902
971	0.2780434885
972	0.2779383669
973	0.2777810369
974	0.2775901451
975	0.2774110491
976	0.2772598643
977	0.2771102787
978	0.27700609
979	0.276920758
980	0.2768386773
981	0.2766766342
982	0.276563487
983	0.2764335399
984	0.2762464697
985	0.2761211011
986	0.276045955
987	0.2759335591
988	0.2758927174
989	0.2757822748
990	0.2755882694
991	0.2754869883
992	0.2753581364
993	0.2752783944
994	0.2751228584
995	0.274975689
996	0.274838921
997	0.2747061204
998	0.2745656935
999	0.2745052043
