iter	Logloss
659	0.3252425814
660	0.3251110985
661	0.3249064058
662	0.324765289
663	0.3245975776
664	0.3243771878
665	0.3242532362
666	0.3241032395
667	0.3240265705
668	0.3238197695
669	0.3236134827
670	0.32348519
671	0.3233457462
672	0.3231832882
673	0.3229990522
674	0.3229078068
675	0.3227191273
676	0.3225602658
677	0.3224220531
678	0.3220324516
679	0.321756608
680	0.3215989449
681	0.3214721453
682	0.3212531088
683	0.3211697845
684	0.32108725
685	0.3208663674
686	0.3207455626
687	0.3206531529
688	0.3204318458
689	0.3202179648
690	0.3200163972
691	0.3198425978
692	0.3196558234
693	0.3193344116
694	0.3191582436
695	0.3189393563
696	0.3187908326
697	0.3185572788
698	0.3183570249
699	0.3181495863
700	0.3180300824
701	0.3175812027
702	0.3172827218
703	0.317112323
704	0.3167826822
705	0.3166802055
706	0.3164672897
707	0.3163396728
708	0.3161059667
709	0.3159109646
710	0.3156525401
711	0.3155450427
712	0.3153705576
713	0.3151039234
714	0.3149394891
715	0.314793555
716	0.314604295
717	0.3144467524
718	0.3142761272
719	0.3141187667
720	0.3139215614
721	0.31383776
722	0.3136504163
723	0.3135190314
724	0.3132247207
725	0.3129739852
726	0.3128033608
727	0.312618274
728	0.3123808619
729	0.3122418874
730	0.312169282
731	0.3118319257
732	0.3116267897
733	0.3113558547
734	0.311184744
735	0.3110362047
736	0.3108604317
737	0.3106739499
738	0.3104802594
739	0.3103278118
740	0.3101387657
741	0.3099976802
742	0.309888086
743	0.3097435132
744	0.309491403
745	0.3093345066
746	0.3092059495
747	0.3090893107
748	0.3089210181
749	0.3088441559
750	0.3087146638
751	0.3085400108
752	0.3084284337
753	0.3082976979
754	0.3082118934
755	0.3080889714
756	0.3078699699
757	0.307789096
758	0.30761449
759	0.3075475944
760	0.3073844845
761	0.3071888656
762	0.3071067547
763	0.306989323
764	0.3067992807
765	0.3065659585
766	0.3063443608
767	0.3061143959
768	0.3060087008
769	0.305902587
770	0.3057613624
771	0.3056377767
772	0.3055494528
773	0.3053593241
774	0.3052351328
775	0.3050629246
776	0.3050218688
777	0.304717623
778	0.3046373074
779	0.3043654867
780	0.3041730686
781	0.3040948806
782	0.3039701343
783	0.3038747734
784	0.3035782494
785	0.3034592016
786	0.3032298934
787	0.3030486755
788	0.3028911886
789	0.3027619891
790	0.302594248
791	0.3024172737
792	0.3022698403
793	0.3020730193
794	0.301995641
795	0.3017734279
796	0.3015784017
797	0.3013625424
798	0.3012558889
799	0.3011367298
800	0.3009688991
801	0.3008553537
802	0.3007230156
803	0.3005843775
804	0.3004828578
805	0.3003721054
806	0.3002808265
807	0.3000808906
808	0.299991412
809	0.2998145811
810	0.2996462538
811	0.2995302747
812	0.2993694694
813	0.2990446682
814	0.29893802
815	0.2988014186
816	0.2986321697
817	0.2984824701
818	0.2984250969
819	0.2982685758
820	0.298052896
821	0.2979634963
822	0.2977685318
823	0.2976481697
824	0.2975043639
825	0.2973671914
826	0.2972210774
827	0.2971475915
828	0.2969756778
829	0.2966696786
830	0.2964594255
831	0.2962721618
832	0.2961392787
833	0.2960285925
834	0.2959312239
835	0.2957527059
836	0.2956585857
837	0.2955351435
838	0.295304517
839	0.2951440021
840	0.2950059253
841	0.2948667128
842	0.2947672087
843	0.2946981859
844	0.2945479103
845	0.2943947759
846	0.2942289416
847	0.2940674678
848	0.2939927102
849	0.2938290492
850	0.2937367959
851	0.2935741148
852	0.2932847894
853	0.2931629058
854	0.2930302803
855	0.2929230958
856	0.2927818783
857	0.2926053154
858	0.2925023742
859	0.2923658512
860	0.2922062479
861	0.2920289725
862	0.2919476124
863	0.2918591458
864	0.2917501954
865	0.2916086917
866	0.2915359494
867	0.2912420921
868	0.2911647273
869	0.2910371453
870	0.2908435272
871	0.2906893198
872	0.2906068103
873	0.2904941383
874	0.2903389595
875	0.2902093585
876	0.2900500105
877	0.2899146398
878	0.2897728083
879	0.2895014931
880	0.2893997963
881	0.2892457897
882	0.2891090722
883	0.2889479482
884	0.2888216189
885	0.2885236776
886	0.288441608
887	0.2882485885
888	0.2881457961
889	0.2880925099
890	0.287957911
891	0.2877014767
892	0.2875342427
893	0.2874240949
894	0.2873204087
895	0.2871532159
896	0.2870169696
897	0.2868690501
898	0.2867350715
899	0.2866073607
900	0.2863267943
901	0.2862145197
902	0.2861313401
903	0.2859984312
904	0.2858604888
905	0.2857334414
906	0.2855875479
907	0.2855033545
908	0.2854217217
909	0.2852366267
910	0.2850819285
911	0.2849863795
912	0.2848782742
913	0.2847191689
914	0.284621457
915	0.284497445
916	0.284420204
917	0.2842629287
918	0.2841874045
919	0.2841159883
920	0.283946345
921	0.2837742605
922	0.2836930368
923	0.2835625237
924	0.2833947606
925	0.2831303043
926	0.2830672323
927	0.2830088907
928	0.2828714222
929	0.2828037487
930	0.2825841532
931	0.2824353238
932	0.2823499608
933	0.2822192558
934	0.2821552912
935	0.2820540171
936	0.2819600166
937	0.2818718593
938	0.281755985
939	0.2815910362
940	0.2814774605
941	0.2813896165
942	0.2812633383
943	0.2811980992
944	0.2810573262
945	0.2810061365
946	0.2808657157
947	0.2807781928
948	0.2806878952
949	0.2806283862
950	0.2805579917
951	0.2804904606
952	0.2803967007
953	0.2802863039
954	0.2802036461
955	0.2801414146
956	0.2800273605
957	0.2798880418
958	0.2798362022
959	0.2796713562
960	0.2796011513
961	0.2794517687
962	0.2793827673
963	0.2791756983
964	0.2790388088
965	0.2789487234
966	0.2788153942
967	0.2787464568
968	0.2785523717
969	0.2784825166
970	0.2783623324
971	0.2782962001
972	0.2781636008
973	0.2780331672
974	0.2778633057
975	0.2777238671
976	0.2775745966
977	0.2774492794
978	0.277387943
979	0.2772449295
980	0.2771255192
981	0.2768881273
982	0.2767963591
983	0.2767445003
984	0.2766335187
985	0.2765782688
986	0.2764002553
987	0.2762517961
988	0.276149485
989	0.2760658615
990	0.2759221437
991	0.2758187448
992	0.2756874709
993	0.2755677193
994	0.2754889686
995	0.2754141038
996	0.275256963
997	0.2751437446
998	0.2750619386
999	0.274976285
